roll_number,question_paper_code,question_number,option_marked
10215,503,54,c
10215,503,55,a
10215,503,56,e
10215,503,57,b
10215,503,58,c
10215,503,59,d
10215,503,60,b
10216,503,1,b
10216,503,2,a
10216,503,3,d
10216,503,4,a
10216,503,5,b
10216,503,6,a
10216,503,7,a
10216,503,8,c
10216,503,9,a
10216,503,10,e
10216,503,11,d
10216,503,12,c
10216,503,13,e
10216,503,14,a
10216,503,15,b
10216,503,16,e
10216,503,17,e
10216,503,18,a
10216,503,19,b
10216,503,20,b
10216,503,21,a
10216,503,22,a
10216,503,23,d
10216,503,24,b
10216,503,25,b
10216,503,26,c
10216,503,27,c
10216,503,28,b
10216,503,29,b
10216,503,30,a
10216,503,31,e
10216,503,32,e
10216,503,33,d
10216,503,34,a
10216,503,35,d
10216,503,36,d
10216,503,37,b
10216,503,38,c
10216,503,39,d
10216,503,40,d
10216,503,41,b
10216,503,42,d
10216,503,43,d
10216,503,44,d
10216,503,45,c
10216,503,46,d
10216,503,47,e
10216,503,48,c
10216,503,49,c
10216,503,50,d
10216,503,51,a
10216,503,52,c
10216,503,53,a
10216,503,54,e
10216,503,55,a
10216,503,56,b
10216,503,57,b
10216,503,58,d
10216,503,59,c
10216,503,60,d
10217,503,1,a
10217,503,2,e
10217,503,3,a
10217,503,4,b
10217,503,5,a
10217,503,6,b
10217,503,7,d
10217,503,8,e
10217,503,9,d
10217,503,10,a
10217,503,11,c
10217,503,12,a
10217,503,13,c
10217,503,14,e
10217,503,15,d
10217,503,16,e
10217,503,17,e
10217,503,18,a
10217,503,19,e
10217,503,20,a
10217,503,21,e
10217,503,22,e
10217,503,23,e
10217,503,24,c
10217,503,25,c
10217,503,26,d
10217,503,27,d
10217,503,28,a
10217,503,29,c
10217,503,30,c
10217,503,31,a
10217,503,32,d
10217,503,33,b
10217,503,34,d
10217,503,35,b
10217,503,36,c
10217,503,37,e
10217,503,38,b
10217,503,39,a
10217,503,40,a
10217,503,41,b
10217,503,42,d
10217,503,43,c
10217,503,44,e
10217,503,45,d
10217,503,46,d
10217,503,47,c
10217,503,48,e
10217,503,49,a
10217,503,50,a
10217,503,51,b
10217,503,52,e
10217,503,53,b
10217,503,54,d
10217,503,55,a
10217,503,56,b
10217,503,57,b
10217,503,58,c
10217,503,59,d
10217,503,60,a
10218,503,1,a
10218,503,2,d
10218,503,3,c
10218,503,4,b
10218,503,5,a
10218,503,6,e
10218,503,7,d
10218,503,8,d
10218,503,9,a
10218,503,10,e
10218,503,11,d
10218,503,12,c
10218,503,13,e
10218,503,14,e
10218,503,15,c
10218,503,16,a
10218,503,17,b
10218,503,18,e
10218,503,19,b
10218,503,20,e
10218,503,21,a
10218,503,22,b
10218,503,23,c
10218,503,24,d
10218,503,25,a
10218,503,26,b
10218,503,27,a
10218,503,28,e
10218,503,29,e
10218,503,30,d
10218,503,31,e
10218,503,32,e
10218,503,33,c
10218,503,34,a
10218,503,35,c
10218,503,36,e
10218,503,37,b
10218,503,38,d
10218,503,39,a
10218,503,40,e
10218,503,41,e
10218,503,42,c
10218,503,43,c
10218,503,44,c
10218,503,45,b
10218,503,46,b
10218,503,47,b
10218,503,48,a
10218,503,49,b
10218,503,50,d
10218,503,51,b
10218,503,52,a
10218,503,53,a
10218,503,54,b
10218,503,55,e
10218,503,56,e
10218,503,57,c
10218,503,58,e
10218,503,59,c
10218,503,60,c
10219,503,1,b
10219,503,2,a
10219,503,3,e
10219,503,4,b
10219,503,5,c
10219,503,6,d
10219,503,7,a
10219,503,8,a
10219,503,9,a
10219,503,10,a
10219,503,11,d
10219,503,12,b
10219,503,13,d
10219,503,14,e
10219,503,15,c
10219,503,16,e
10219,503,17,d
10219,503,18,a
10219,503,19,d
10219,503,20,a
10219,503,21,c
10219,503,22,d
10219,503,23,e
10219,503,24,e
10219,503,25,b
10219,503,26,c
10219,503,27,a
10219,503,28,b
10219,503,29,a
10219,503,30,a
10219,503,31,b
10219,503,32,a
10219,503,33,c
10219,503,34,d
10219,503,35,d
10219,503,36,b
10219,503,37,e
10219,503,38,c
10219,503,39,c
10219,503,40,d
10219,503,41,d
10219,503,42,a
10219,503,43,d
10219,503,44,b
10219,503,45,a
10219,503,46,e
10219,503,47,c
10219,503,48,b
10219,503,49,e
10219,503,50,c
10219,503,51,b
10219,503,52,c
10219,503,53,a
10219,503,54,c
10219,503,55,b
10219,503,56,b
10219,503,57,c
10219,503,58,b
10219,503,59,c
10219,503,60,c
10220,503,1,c
10220,503,2,e
10220,503,3,c
10220,503,4,d
10220,503,5,d
10220,503,6,d
10220,503,7,c
10220,503,8,a
10220,503,9,c
10220,503,10,c
10220,503,11,d
10220,503,12,b
10220,503,13,c
10220,503,14,d
10220,503,15,e
10220,503,16,a
10220,503,17,d
10220,503,18,e
10220,503,19,b
10220,503,20,c
10220,503,21,b
10220,503,22,b
10220,503,23,d
10220,503,24,d
10220,503,25,b
10220,503,26,b
10220,503,27,c
10220,503,28,b
10220,503,29,e
10220,503,30,a
10220,503,31,b
10220,503,32,c
10220,503,33,e
10220,503,34,a
10220,503,35,c
10220,503,36,d
10220,503,37,a
10220,503,38,e
10220,503,39,a
10220,503,40,a
10220,503,41,c
10220,503,42,e
10220,503,43,e
10220,503,44,b
10220,503,45,b
10220,503,46,a
10220,503,47,d
10220,503,48,b
10220,503,49,c
10220,503,50,c
10220,503,51,b
10220,503,52,e
10220,503,53,e
10220,503,54,c
10220,503,55,e
10220,503,56,d
10220,503,57,b
10220,503,58,e
10220,503,59,c
10220,503,60,b
10221,503,1,a
10221,503,2,a
10221,503,3,d
10221,503,4,e
10221,503,5,c
10221,503,6,a
10221,503,7,c
10221,503,8,c
10221,503,9,e
10221,503,10,e
10221,503,11,c
10221,503,12,d
10221,503,13,b
10221,503,14,a
10221,503,15,e
10221,503,16,a
10221,503,17,b
10221,503,18,a
10221,503,19,d
10221,503,20,b
10221,503,21,a
10221,503,22,b
10221,503,23,c
10221,503,24,d
10221,503,25,a
10221,503,26,a
10221,503,27,b
10221,503,28,b
10221,503,29,e
10221,503,30,b
10221,503,31,c
10221,503,32,d
10221,503,33,a
10221,503,34,a
10221,503,35,d
10221,503,36,b
10221,503,37,a
10221,503,38,c
10221,503,39,a
10221,503,40,b
10221,503,41,d
10221,503,42,d
10221,503,43,c
10221,503,44,b
10221,503,45,c
10221,503,46,c
10221,503,47,c
10221,503,48,d
10221,503,49,e
10221,503,50,c
10221,503,51,e
10221,503,52,a
10221,503,53,c
10221,503,54,b
10221,503,55,b
10221,503,56,d
10221,503,57,c
10221,503,58,e
10221,503,59,a
10221,503,60,e
10222,503,1,a
10222,503,2,a
10222,503,3,e
10222,503,4,c
10222,503,5,b
10222,503,6,b
10222,503,7,c
10222,503,8,b
10222,503,9,a
10222,503,10,c
10222,503,11,e
10222,503,12,d
10222,503,13,c
10222,503,14,a
10222,503,15,d
10222,503,16,a
10222,503,17,a
10222,503,18,e
10222,503,19,d
10222,503,20,d
10222,503,21,b
10222,503,22,e
10222,503,23,a
10222,503,24,a
10222,503,25,e
10222,503,26,b
10222,503,27,a
10222,503,28,c
10222,503,29,d
10222,503,30,b
10222,503,31,a
10222,503,32,b
10222,503,33,e
10222,503,34,a
10222,503,35,e
10222,503,36,b
10222,503,37,b
10222,503,38,b
10222,503,39,e
10222,503,40,c
10222,503,41,d
10222,503,42,b
10222,503,43,c
10222,503,44,a
10222,503,45,d
10222,503,46,d
10222,503,47,a
10222,503,48,d
10222,503,49,d
10222,503,50,d
10222,503,51,e
10222,503,52,e
10222,503,53,e
10222,503,54,a
10222,503,55,a
10222,503,56,e
10222,503,57,e
10222,503,58,c
10222,503,59,c
10222,503,60,c
10223,503,1,d
10223,503,2,b
10223,503,3,e
10223,503,4,b
10223,503,5,a
10223,503,6,d
10223,503,7,b
10223,503,8,a
10223,503,9,a
10223,503,10,b
10223,503,11,e
10223,503,12,b
10223,503,13,c
10223,503,14,e
10223,503,15,c
10223,503,16,e
10223,503,17,c
10223,503,18,c
10223,503,19,c
10223,503,20,d
10223,503,21,a
10223,503,22,a
10223,503,23,b
10223,503,24,a
10223,503,25,b
10223,503,26,c
10223,503,27,c
10223,503,28,b
10223,503,29,d
10223,503,30,d
10223,503,31,c
10223,503,32,c
10223,503,33,a
10223,503,34,e
10223,503,35,c
10223,503,36,a
10223,503,37,d
10223,503,38,a
10223,503,39,d
10223,503,40,d
10223,503,41,e
10223,503,42,d
10223,503,43,e
10223,503,44,c
10223,503,45,d
10223,503,46,a
10223,503,47,a
10223,503,48,d
10223,503,49,a
10223,503,50,d
10223,503,51,b
10223,503,52,c
10223,503,53,d
10223,503,54,c
10223,503,55,b
10223,503,56,c
10223,503,57,a
10223,503,58,a
10223,503,59,c
10223,503,60,e
10224,503,1,b
10224,503,2,e
10224,503,3,c
10224,503,4,c
10224,503,5,b
10224,503,6,e
10224,503,7,a
10224,503,8,c
10224,503,9,e
10224,503,10,d
10224,503,11,c
10224,503,12,c
10224,503,13,a
10224,503,14,e
10224,503,15,c
10224,503,16,a
10224,503,17,d
10224,503,18,a
10224,503,19,b
10224,503,20,c
10224,503,21,b
10224,503,22,d
10224,503,23,d
10224,503,24,e
10224,503,25,e
10224,503,26,b
10224,503,27,d
10224,503,28,c
10224,503,29,b
10224,503,30,a
10224,503,31,d
10224,503,32,a
10224,503,33,d
10224,503,34,a
10224,503,35,d
10224,503,36,b
10224,503,37,b
10224,503,38,a
10224,503,39,e
10224,503,40,a
10224,503,41,c
10224,503,42,d
10224,503,43,a
10224,503,44,b
10224,503,45,d
10224,503,46,b
10224,503,47,d
10224,503,48,c
10224,503,49,c
10224,503,50,d
10224,503,51,a
10224,503,52,a
10224,503,53,c
10224,503,54,a
10224,503,55,e
10224,503,56,e
10224,503,57,e
10224,503,58,c
10224,503,59,a
10224,503,60,b
10225,503,1,b
10225,503,2,a
10225,503,3,e
10225,503,4,c
10225,503,5,a
10225,503,6,b
10225,503,7,a
10225,503,8,e
10225,503,9,a
10225,503,10,e
10225,503,11,c
10225,503,12,c
10225,503,13,d
10225,503,14,e
10225,503,15,b
10225,503,16,c
10225,503,17,e
10225,503,18,a
10225,503,19,e
10225,503,20,a
10225,503,21,c
10225,503,22,d
10225,503,23,c
10225,503,24,a
10225,503,25,e
10225,503,26,b
10225,503,27,e
10225,503,28,e
10225,503,29,a
10225,503,30,d
10225,503,31,a
10225,503,32,c
10225,503,33,c
10225,503,34,b
10225,503,35,e
10225,503,36,c
10225,503,37,e
10225,503,38,a
10225,503,39,c
10225,503,40,d
10225,503,41,c
10225,503,42,c
10225,503,43,e
10225,503,44,a
10225,503,45,c
10225,503,46,c
10225,503,47,d
10225,503,48,a
10225,503,49,e
10225,503,50,b
10225,503,51,d
10225,503,52,a
10225,503,53,a
10225,503,54,b
10225,503,55,b
10225,503,56,c
10225,503,57,b
10225,503,58,a
10225,503,59,b
10225,503,60,c
10226,503,1,e
10226,503,2,a
10226,503,3,b
10226,503,4,b
10226,503,5,c
10226,503,6,b
10226,503,7,b
10226,503,8,b
10226,503,9,c
10226,503,10,a
10226,503,11,d
10226,503,12,b
10226,503,13,e
10226,503,14,d
10226,503,15,b
10226,503,16,b
10226,503,17,a
10226,503,18,c
10226,503,19,c
10226,503,20,c
10226,503,21,d
10226,503,22,b
10226,503,23,d
10226,503,24,a
10226,503,25,a
10226,503,26,b
10226,503,27,a
10226,503,28,a
10226,503,29,d
10226,503,30,d
10226,503,31,c
10226,503,32,e
10226,503,33,d
10226,503,34,b
10226,503,35,c
10226,503,36,c
10226,503,37,e
10226,503,38,e
10226,503,39,b
10226,503,40,d
10226,503,41,b
10226,503,42,a
10226,503,43,e
10226,503,44,b
10226,503,45,b
10226,503,46,e
10226,503,47,d
10226,503,48,d
10226,503,49,a
10226,503,50,a
10226,503,51,a
10226,503,52,c
10226,503,53,b
10226,503,54,e
10226,503,55,b
10226,503,56,e
10226,503,57,b
10226,503,58,d
10226,503,59,d
10226,503,60,e
10227,503,1,a
10227,503,2,e
10227,503,3,c
10227,503,4,e
10227,503,5,e
10227,503,6,c
10227,503,7,d
10227,503,8,d
10227,503,9,a
10227,503,10,d
10227,503,11,b
10227,503,12,a
10227,503,13,e
10227,503,14,d
10227,503,15,b
10227,503,16,e
10227,503,17,e
10227,503,18,c
10227,503,19,c
10227,503,20,c
10227,503,21,d
10227,503,22,b
10227,503,23,b
10227,503,24,e
10227,503,25,e
10227,503,26,e
10227,503,27,a
10227,503,28,e
10227,503,29,a
10227,503,30,a
10227,503,31,c
10227,503,32,a
10227,503,33,c
10227,503,34,b
10227,503,35,c
10227,503,36,a
10227,503,37,e
10227,503,38,e
10227,503,39,e
10227,503,40,c
10227,503,41,a
10227,503,42,b
10227,503,43,c
10227,503,44,c
10227,503,45,e
10227,503,46,e
10227,503,47,b
10227,503,48,d
10227,503,49,d
10227,503,50,e
10227,503,51,a
10227,503,52,b
10227,503,53,b
10227,503,54,c
10227,503,55,d
10227,503,56,b
10227,503,57,b
10227,503,58,d
10227,503,59,e
10227,503,60,e
10228,503,1,d
10228,503,2,b
10228,503,3,d
10228,503,4,c
10228,503,5,c
10228,503,6,c
10228,503,7,c
10228,503,8,e
10228,503,9,d
10228,503,10,d
10228,503,11,c
10228,503,12,e
10228,503,13,a
10228,503,14,d
10228,503,15,c
10228,503,16,e
10228,503,17,a
10228,503,18,c
10228,503,19,b
10228,503,20,a
10228,503,21,e
10228,503,22,c
10228,503,23,b
10228,503,24,c
10228,503,25,c
10228,503,26,d
10228,503,27,d
10228,503,28,e
10228,503,29,c
10228,503,30,c
10228,503,31,c
10228,503,32,b
10228,503,33,b
10228,503,34,b
10228,503,35,b
10228,503,36,c
10228,503,37,d
10228,503,38,d
10228,503,39,b
10228,503,40,e
10228,503,41,d
10228,503,42,b
10228,503,43,d
10228,503,44,e
10228,503,45,d
10228,503,46,d
10228,503,47,b
10228,503,48,c
10228,503,49,b
10228,503,50,e
10228,503,51,c
10228,503,52,a
10228,503,53,d
10228,503,54,e
10228,503,55,a
10228,503,56,d
10228,503,57,a
10228,503,58,e
10228,503,59,b
10228,503,60,d
10229,503,1,b
10229,503,2,e
10229,503,3,a
10229,503,4,d
10229,503,5,b
10229,503,6,a
10229,503,7,e
10229,503,8,a
10229,503,9,d
10229,503,10,c
10229,503,11,b
10229,503,12,c
10229,503,13,b
10229,503,14,c
10229,503,15,d
10229,503,16,e
10229,503,17,c
10229,503,18,d
10229,503,19,c
10229,503,20,d
10229,503,21,a
10229,503,22,d
10229,503,23,c
10229,503,24,c
10229,503,25,d
10229,503,26,d
10229,503,27,e
10229,503,28,e
10229,503,29,b
10229,503,30,c
10229,503,31,a
10229,503,32,b
10229,503,33,e
10229,503,34,c
10229,503,35,a
10229,503,36,b
10229,503,37,d
10229,503,38,e
10229,503,39,e
10229,503,40,a
10229,503,41,e
10229,503,42,b
10229,503,43,c
10229,503,44,a
10229,503,45,e
10229,503,46,e
10229,503,47,d
10229,503,48,d
10229,503,49,b
10229,503,50,b
10229,503,51,c
10229,503,52,d
10229,503,53,e
10229,503,54,d
10229,503,55,e
10229,503,56,e
10229,503,57,a
10229,503,58,c
10229,503,59,d
10229,503,60,a
10230,503,1,b
10230,503,2,a
10230,503,3,c
10230,503,4,c
10230,503,5,b
10230,503,6,e
10230,503,7,e
10230,503,8,c
10230,503,9,c
10230,503,10,e
10230,503,11,b
10230,503,12,a
10230,503,13,a
10230,503,14,e
10230,503,15,e
10230,503,16,d
10230,503,17,a
10230,503,18,c
10230,503,19,a
10230,503,20,e
10230,503,21,c
10230,503,22,e
10230,503,23,d
10230,503,24,d
10230,503,25,a
10230,503,26,e
10230,503,27,a
10230,503,28,c
10230,503,29,c
10230,503,30,d
10230,503,31,c
10230,503,32,c
10230,503,33,c
10230,503,34,e
10230,503,35,a
10230,503,36,e
10230,503,37,b
10230,503,38,a
10230,503,39,a
10230,503,40,d
10230,503,41,e
10230,503,42,c
10230,503,43,b
10230,503,44,d
10230,503,45,b
10230,503,46,c
10230,503,47,a
10230,503,48,e
10230,503,49,e
10230,503,50,d
10230,503,51,c
10230,503,52,b
10230,503,53,d
10230,503,54,a
10230,503,55,a
10230,503,56,c
10230,503,57,e
10230,503,58,e
10230,503,59,c
10230,503,60,d
10231,503,1,e
10231,503,2,a
10231,503,3,a
10231,503,4,d
10231,503,5,e
10231,503,6,c
10231,503,7,d
10231,503,8,d
10231,503,9,d
10231,503,10,a
10231,503,11,d
10231,503,12,c
10231,503,13,a
10231,503,14,c
10231,503,15,c
10231,503,16,c
10231,503,17,a
10231,503,18,e
10231,503,19,e
10231,503,20,d
10231,503,21,b
10231,503,22,c
10231,503,23,a
10231,503,24,c
10231,503,25,c
10231,503,26,c
10231,503,27,c
10231,503,28,a
10231,503,29,e
10231,503,30,d
10231,503,31,c
10231,503,32,a
10231,503,33,c
10231,503,34,a
10231,503,35,c
10231,503,36,e
10231,503,37,e
10231,503,38,e
10231,503,39,c
10231,503,40,d
10231,503,41,b
10231,503,42,d
10231,503,43,a
10231,503,44,c
10231,503,45,b
10231,503,46,c
10231,503,47,d
10231,503,48,a
10231,503,49,c
10231,503,50,b
10231,503,51,d
10231,503,52,a
10231,503,53,c
10231,503,54,a
10231,503,55,b
10231,503,56,d
10231,503,57,d
10231,503,58,a
10231,503,59,b
10231,503,60,b
10232,503,1,c
10232,503,2,b
10232,503,3,e
10232,503,4,b
10232,503,5,b
10232,503,6,b
10232,503,7,b
10232,503,8,c
10232,503,9,e
10232,503,10,c
10232,503,11,a
10232,503,12,a
10232,503,13,c
10232,503,14,e
10232,503,15,c
10232,503,16,a
10232,503,17,d
10232,503,18,d
10232,503,19,b
10232,503,20,b
10232,503,21,a
10232,503,22,e
10232,503,23,e
10232,503,24,e
10232,503,25,e
10232,503,26,b
10232,503,27,a
10232,503,28,d
10232,503,29,a
10232,503,30,b
10232,503,31,c
10232,503,32,c
10232,503,33,b
10232,503,34,b
10232,503,35,c
10232,503,36,d
10232,503,37,a
10232,503,38,b
10232,503,39,c
10232,503,40,d
10232,503,41,c
10232,503,42,c
10232,503,43,d
10232,503,44,e
10232,503,45,d
10232,503,46,c
10232,503,47,e
10232,503,48,b
10232,503,49,c
10232,503,50,b
10232,503,51,c
10232,503,52,d
10232,503,53,e
10232,503,54,a
10232,503,55,d
10232,503,56,d
10232,503,57,a
10232,503,58,b
10232,503,59,b
10232,503,60,c
10233,503,1,d
10233,503,2,a
10233,503,3,c
10233,503,4,c
10233,503,5,e
10233,503,6,e
10233,503,7,e
10233,503,8,b
10233,503,9,d
10233,503,10,c
10233,503,11,d
10233,503,12,c
10233,503,13,b
10233,503,14,d
10233,503,15,a
10233,503,16,d
10233,503,17,d
10233,503,18,e
10233,503,19,a
10233,503,20,d
10233,503,21,d
10233,503,22,c
10233,503,23,b
10233,503,24,a
10233,503,25,c
10233,503,26,a
10233,503,27,d
10233,503,28,e
10233,503,29,a
10233,503,30,d
10233,503,31,a
10233,503,32,b
10233,503,33,d
10233,503,34,b
10233,503,35,a
10233,503,36,b
10233,503,37,a
10233,503,38,c
10233,503,39,d
10233,503,40,a
10233,503,41,c
10233,503,42,e
10233,503,43,c
10233,503,44,a
10233,503,45,d
10233,503,46,d
10233,503,47,a
10233,503,48,c
10233,503,49,d
10233,503,50,b
10233,503,51,d
10233,503,52,c
10233,503,53,c
10233,503,54,c
10233,503,55,e
10233,503,56,a
10233,503,57,b
10233,503,58,b
10233,503,59,c
10233,503,60,a
10234,503,1,a
10234,503,2,a
10234,503,3,e
10234,503,4,b
10234,503,5,c
10234,503,6,e
10234,503,7,d
10234,503,8,b
10234,503,9,d
10234,503,10,e
10234,503,11,b
10234,503,12,c
10234,503,13,e
10234,503,14,d
10234,503,15,d
10234,503,16,d
10234,503,17,d
10234,503,18,d
10234,503,19,e
10234,503,20,b
10234,503,21,d
10234,503,22,e
10234,503,23,e
10234,503,24,c
10234,503,25,b
10234,503,26,d
10234,503,27,d
10234,503,28,b
10234,503,29,c
10234,503,30,d
10234,503,31,c
10234,503,32,a
10234,503,33,c
10234,503,34,e
10234,503,35,a
10234,503,36,c
10234,503,37,d
10234,503,38,c
10234,503,39,a
10234,503,40,b
10234,503,41,e
10234,503,42,d
10234,503,43,a
10234,503,44,a
10234,503,45,d
10234,503,46,d
10234,503,47,b
10234,503,48,d
10234,503,49,a
10234,503,50,e
10234,503,51,a
10234,503,52,a
10234,503,53,c
10234,503,54,d
10234,503,55,d
10234,503,56,c
10234,503,57,c
10234,503,58,b
10234,503,59,b
10234,503,60,b
10235,503,1,a
10235,503,2,d
10235,503,3,c
10235,503,4,c
10235,503,5,b
10235,503,6,a
10235,503,7,e
10235,503,8,d
10235,503,9,d
10235,503,10,e
10235,503,11,d
10235,503,12,b
10235,503,13,c
10235,503,14,a
10235,503,15,c
10235,503,16,a
10235,503,17,e
10235,503,18,d
10235,503,19,e
10235,503,20,d
10235,503,21,c
10235,503,22,c
10235,503,23,a
10235,503,24,b
10235,503,25,d
10235,503,26,b
10235,503,27,b
10235,503,28,c
10235,503,29,d
10235,503,30,d
10235,503,31,e
10235,503,32,e
10235,503,33,c
10235,503,34,b
10235,503,35,d
10235,503,36,b
10235,503,37,d
10235,503,38,a
10235,503,39,c
10235,503,40,d
10235,503,41,a
10235,503,42,c
10235,503,43,b
10235,503,44,d
10235,503,45,d
10235,503,46,e
10235,503,47,a
10235,503,48,e
10235,503,49,d
10235,503,50,d
10235,503,51,e
10235,503,52,a
10235,503,53,a
10235,503,54,b
10235,503,55,c
10235,503,56,d
10235,503,57,e
10235,503,58,b
10235,503,59,d
10235,503,60,b
10236,503,1,e
10236,503,2,b
10236,503,3,d
10236,503,4,e
10236,503,5,e
10236,503,6,a
10236,503,7,b
10236,503,8,a
10236,503,9,a
10236,503,10,e
10236,503,11,b
10236,503,12,a
10236,503,13,b
10236,503,14,b
10236,503,15,e
10236,503,16,b
10236,503,17,d
10236,503,18,e
10236,503,19,d
10236,503,20,d
10236,503,21,a
10236,503,22,b
10236,503,23,c
10236,503,24,c
10236,503,25,d
10236,503,26,c
10236,503,27,b
10236,503,28,a
10236,503,29,c
10236,503,30,a
10236,503,31,c
10236,503,32,b
10236,503,33,a
10236,503,34,e
10236,503,35,b
10236,503,36,c
10236,503,37,b
10236,503,38,b
10236,503,39,e
10236,503,40,c
10236,503,41,d
10236,503,42,c
10236,503,43,c
10236,503,44,b
10236,503,45,a
10236,503,46,e
10236,503,47,c
10236,503,48,c
10236,503,49,c
10236,503,50,c
10236,503,51,a
10236,503,52,b
10236,503,53,e
10236,503,54,b
10236,503,55,d
10236,503,56,c
10236,503,57,d
10236,503,58,e
10236,503,59,d
10236,503,60,c
10237,503,1,d
10237,503,2,d
10237,503,3,e
10237,503,4,b
10237,503,5,e
10237,503,6,e
10237,503,7,d
10237,503,8,b
10237,503,9,d
10237,503,10,d
10237,503,11,a
10237,503,12,c
10237,503,13,e
10237,503,14,a
10237,503,15,e
10237,503,16,d
10237,503,17,c
10237,503,18,e
10237,503,19,b
10237,503,20,b
10237,503,21,d
10237,503,22,b
10237,503,23,e
10237,503,24,e
10237,503,25,b
10237,503,26,d
10237,503,27,d
10237,503,28,c
10237,503,29,b
10237,503,30,b
10237,503,31,c
10237,503,32,e
10237,503,33,c
10237,503,34,d
10237,503,35,e
10237,503,36,c
10237,503,37,e
10237,503,38,c
10237,503,39,e
10237,503,40,e
10237,503,41,a
10237,503,42,a
10237,503,43,d
10237,503,44,c
10237,503,45,a
10237,503,46,d
10237,503,47,c
10237,503,48,e
10237,503,49,d
10237,503,50,a
10237,503,51,a
10237,503,52,d
10237,503,53,b
10237,503,54,d
10237,503,55,d
10237,503,56,a
10237,503,57,b
10237,503,58,c
10237,503,59,b
10237,503,60,d
10238,503,1,d
10238,503,2,d
10238,503,3,b
10238,503,4,a
10238,503,5,d
10238,503,6,a
10238,503,7,c
10238,503,8,e
10238,503,9,b
10238,503,10,e
10238,503,11,b
10238,503,12,c
10238,503,13,d
10238,503,14,d
10238,503,15,e
10238,503,16,a
10238,503,17,d
10238,503,18,d
10238,503,19,e
10238,503,20,c
10238,503,21,b
10238,503,22,d
10238,503,23,b
10238,503,24,d
10238,503,25,a
10238,503,26,c
10238,503,27,d
10238,503,28,b
10238,503,29,d
10238,503,30,b
10238,503,31,e
10238,503,32,a
10238,503,33,c
10238,503,34,e
10238,503,35,e
10238,503,36,a
10238,503,37,e
10238,503,38,b
10238,503,39,a
10238,503,40,b
10238,503,41,e
10238,503,42,c
10238,503,43,b
10238,503,44,b
10238,503,45,a
10238,503,46,a
10238,503,47,b
10238,503,48,e
10238,503,49,c
10238,503,50,b
10238,503,51,c
10238,503,52,b
10238,503,53,d
10238,503,54,c
10238,503,55,b
10238,503,56,b
10238,503,57,c
10238,503,58,d
10238,503,59,e
10238,503,60,a
10239,503,1,d
10239,503,2,d
10239,503,3,d
10239,503,4,e
10239,503,5,e
10239,503,6,e
10239,503,7,b
10239,503,8,a
10239,503,9,a
10239,503,10,d
10239,503,11,c
10239,503,12,b
10239,503,13,b
10239,503,14,b
10239,503,15,e
10239,503,16,d
10239,503,17,a
10239,503,18,b
10239,503,19,e
10239,503,20,b
10239,503,21,a
10239,503,22,d
10239,503,23,b
10239,503,24,c
10239,503,25,b
10239,503,26,b
10239,503,27,e
10239,503,28,b
10239,503,29,c
10239,503,30,a
10239,503,31,b
10239,503,32,e
10239,503,33,c
10239,503,34,d
10239,503,35,a
10239,503,36,b
10239,503,37,a
10239,503,38,c
10239,503,39,d
10239,503,40,d
10239,503,41,a
10239,503,42,c
10239,503,43,c
10239,503,44,b
10239,503,45,e
10239,503,46,a
10239,503,47,a
10239,503,48,c
10239,503,49,d
10239,503,50,b
10239,503,51,a
10239,503,52,a
10239,503,53,e
10239,503,54,d
10239,503,55,b
10239,503,56,d
10239,503,57,c
10239,503,58,a
10239,503,59,b
10239,503,60,c
10240,503,1,b
10240,503,2,b
10240,503,3,b
10240,503,4,d
10240,503,5,e
10240,503,6,e
10240,503,7,b
10240,503,8,b
10240,503,9,a
10240,503,10,a
10240,503,11,b
10240,503,12,e
10240,503,13,d
10240,503,14,a
10240,503,15,d
10240,503,16,b
10240,503,17,a
10240,503,18,d
10240,503,19,d
10240,503,20,d
10240,503,21,e
10240,503,22,a
10240,503,23,e
10240,503,24,a
10240,503,25,a
10240,503,26,b
10240,503,27,e
10240,503,28,e
10240,503,29,a
10240,503,30,b
10240,503,31,d
10240,503,32,e
10240,503,33,b
10240,503,34,c
10240,503,35,d
10240,503,36,a
10240,503,37,e
10240,503,38,a
10240,503,39,b
10240,503,40,c
10240,503,41,c
10240,503,42,c
10240,503,43,a
10240,503,44,b
10240,503,45,d
10240,503,46,a
10240,503,47,b
10240,503,48,a
10240,503,49,a
10240,503,50,a
10240,503,51,e
10240,503,52,d
10240,503,53,e
10240,503,54,c
10240,503,55,e
10240,503,56,c
10240,503,57,c
10240,503,58,a
10240,503,59,e
10240,503,60,b
10241,503,1,b
10241,503,2,b
10241,503,3,a
10241,503,4,a
10241,503,5,d
10241,503,6,c
10241,503,7,e
10241,503,8,c
10241,503,9,c
10241,503,10,e
10241,503,11,b
10241,503,12,c
10241,503,13,e
10241,503,14,e
10241,503,15,a
10241,503,16,c
10241,503,17,a
10241,503,18,d
10241,503,19,e
10241,503,20,b
10241,503,21,d
10241,503,22,d
10241,503,23,d
10241,503,24,e
10241,503,25,c
10241,503,26,d
10241,503,27,d
10241,503,28,b
10241,503,29,c
10241,503,30,e
10241,503,31,b
10241,503,32,a
10241,503,33,b
10241,503,34,c
10241,503,35,c
10241,503,36,e
10241,503,37,d
10241,503,38,d
10241,503,39,c
10241,503,40,b
10241,503,41,c
10241,503,42,b
10241,503,43,a
10241,503,44,e
10241,503,45,b
10241,503,46,b
